-0.12300,-0.39000, 0.20726, 0.10000, 0.38690, 0.00000, 0.20782
-0.12200,-0.39000, 0.20727, 0.10000, 0.38690, 0.00000, 0.20782
-0.12100,-0.39000, 0.20727, 0.10000, 0.38690, 0.00000, 0.20782
-0.12000,-0.39000, 0.20727, 0.10000, 0.38690, 0.00000, 0.20782
-0.11900,-0.39000, 0.20727, 0.10000, 0.38690, 0.00000, 0.20782
-0.11800,-0.39000, 0.20727, 0.10000, 0.38690, 0.00000, 0.20782
-0.11700,-0.39000, 0.20726, 0.10000, 0.38690, 0.00000, 0.20782
-0.11600,-0.39000, 0.20726, 0.10000, 0.38690, 0.00000, 0.20782
-0.11500,-0.39000, 0.20727, 0.10000, 0.38690, 0.00000, 0.20782
-0.11400,-0.39000, 0.20727, 0.10000, 0.38690, 0.00000, 0.20782
-0.11300,-0.39000, 0.20727, 0.10000, 0.38690, 0.00000, 0.20782
-0.11200,-0.39000, 0.20726, 0.10000, 0.38690, 0.00000, 0.20782
-0.11100,-0.39000, 0.20726, 0.10000, 0.38690, 0.00000, 0.20782
